model,run_name,max_vocab_size,max_seq_len,embed_dim,num_filters,filter_sizes,dropout,batch_size,learning_rate,num_epochs,freeze_embeddings,train_accuracy,train_f1,val_accuracy,val_f1,test_accuracy,test_f1
TextCNN,bs128_do0.7_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.7,128,0.001,10,False,0.9008495801208073,0.8663388827386233,0.8700818293913238,0.823365579589824,0.8676665705220652,0.8202475991132406
TextCNN,bs128_do0.7_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.7,128,0.001,10,False,0.898361407127306,0.8631035716887276,0.8695213541082838,0.8229329434322121,0.8677819440438419,0.8221138012744064
TextCNN,bs128_do0.7_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.7,128,0.001,10,False,0.9072828168737416,0.875136758140043,0.8717632552404438,0.8259483663195298,0.86962792039227,0.8223402700226529
TextCNN,bs128_do0.7_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.7,128,0.001,10,False,0.9104912504706248,0.8811976319654082,0.8707543997309719,0.8264755032604656,0.86962792039227,0.8252414267889572
TextCNN,bs128_do0.75_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.75,128,0.0005,10,False,0.8872628460115569,0.8477062070725195,0.8691850689384598,0.8228546200595238,0.8657629074127488,0.8184424495614899
TextCNN,bs128_do0.75_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.75,128,0.0005,10,False,0.8968390381247033,0.8612171378773613,0.8695213541082838,0.8232934434251565,0.8663974617825209,0.8189317287634742
TextCNN,bs128_do0.75_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.75,128,0.0005,10,False,0.8995727545057212,0.8636000897697768,0.8699697343347158,0.8219974177776116,0.8691087395442746,0.8220102026911701
TextCNN,bs128_do0.75_lr0.0005_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.75,128,0.0005,10,False,0.899441798032379,0.8642106257790907,0.8679520233157718,0.8197971744486524,0.869800980674935,0.8233454261659364
TextCNN,bs128_do0.75_lr0.001_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.75,128,0.001,10,False,0.8996054936240567,0.8636118436033445,0.8694092590516759,0.8206205729610342,0.866109027978079,0.8158347400546254
TextCNN,bs128_do0.75_lr0.001_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.75,128,0.001,10,False,0.8999001456890766,0.8648603143242255,0.8695213541082838,0.8222281238810304,0.8673781367176233,0.8197883659969105
TextCNN,bs128_do0.75_lr0.001_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.75,128,0.001,10,False,0.9025520142742556,0.8677551905054538,0.8708664947875798,0.8233329429511737,0.8683588116527257,0.8213837838183791
TextCNN,bs128_do0.75_lr0.001_nf100_fs4-5-6,5000,64,50,100,"4,5,6",0.75,128,0.001,10,False,0.9054166871286157,0.8723900238105243,0.8699697343347158,0.8230933056170503,0.8688203057398327,0.8220356108464637
TextCNN,bs128_do0.8_lr0.0005_nf50_fs3-4-5,5000,64,50,50,"3,4,5",0.8,128,0.0005,10,False,0.892779387451096,0.8551450476954776,0.8682883084855958,0.8210698794184195,0.8674358234785117,0.8193809335680043
TextCNN,bs128_do0.8_lr0.0005_nf50_fs4-5-6,5000,64,50,50,"4,5,6",0.8,128,0.0005,10,False,0.8923537789127339,0.854234062811933,0.8667189776930837,0.8177121485461271,0.8654167868474185,0.8168252142719078
TextCNN,bs128_do0.8_lr0.0005_nf100_fs3-4-5,5000,64,50,100,"3,4,5",0.8,128,0.0005,10,False,0.8975429291689175,0.8610572128442785,0.8677278332025558,0.8188461132324886,0.8680126910873954,0.8195564456509602
